"Item"      ,"Indicators" ,"Status"       ,"Description"                         ,"Part Status" ,"Order Qty" ,"Shortage Date" ,"Multi-sourced" ,"Part Type Code" ,"Manufacturing LT" ,"Product Family" ,"Material Type" ,"Replenishement LT" ,"LT offset" ,"Max Order Qty" ,"Min Order Qty" ,"Multiple order qty" ,"Container Qty" ,"Phase-in"   ,"Phase-out"  ,"UOM" ,"Report Field 1"     ,"Report Field 2" ,"Report Field 3" ,"Report Field 4" ,"Report Field 5" ,"Report Field 6" ,"Report Field 7" ,"Report Field 8" ,"Report Field 9" ,"Report Field 10" ,"Planner Code" ,"Supplier Code" ,"Order Value" ,"Original Order Qty" ,"On-hand Qty" ,"Excess Qty" ,"Shortage Quantity" ,"Special Demand" ,"Planned Receipt" ,"Material" ,"Capacity" ,"Flagged" ,"RTO Priority" ,"Rule"   ,"Resource ID"        ,"Work Center Code" ,"WC Supplier Code" ,"Ordering Group"                      ,"Production Version" ,"Supply type"  ,"Location" ,"Reference"                ,"Settings"
"550024968" ,""           ,"REDVOLUME"    ,"Air Tool Oil S2 A100_1*209L_A227"    ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7866002VSHA227" ,"0.0000686"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZB"             ,"APME"           ,""                ,"185"          ,"I087"          ,"831.39"      ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I009"     ,"SHELLLUBES2802221898"     ,"LOC~I009~ITEM~550024968~SUP~I087~REF~SHELLLUBES2802221898"
"550024990" ,""           ,"REDVOLUME"    ,"Corena S2 P 150_1*209L_A227"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7780002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"82937.76"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802221932"     ,"LOC~I340~ITEM~550024990~SUP~I480~REF~SHELLLUBES2802221932"
"550024990" ,""           ,"REDVOLUME"    ,"Corena S2 P 150_1*209L_A227"         ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7780002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"41468.88"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802221935"     ,"LOC~I389~ITEM~550024990~SUP~I480~REF~SHELLLUBES2802221935"
"550024990" ,""           ,"YELLOWVOLUME" ,"Corena S2 P 150_1*209L_A227"         ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7780002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"41468.88"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-15"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802221933"     ,"LOC~I349~ITEM~550024990~SUP~I480~REF~SHELLLUBES2802221933"
"550024992" ,""           ,"YELLOWVOLUME" ,"Corena S2 P 100_1*209L_A227"         ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7779002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"35881.75"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802221947"     ,"LOC~I324~ITEM~550024992~SUP~I480~REF~SHELLLUBES2802221947"
"550024992" ,""           ,"YELLOWVOLUME" ,"Corena S2 P 100_1*209L_A227"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7779002VSHA227" ,"0.0000686"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZB"             ,"APME"           ,""                ,"185"          ,"I087"          ,"842.66"      ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I009"     ,"SHELLLUBES2802221945"     ,"LOC~I009~ITEM~550024992~SUP~I087~REF~SHELLLUBES2802221945"
"550024992" ,""           ,"REDVOLUME"    ,"Corena S2 P 100_1*209L_A227"         ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7779002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"71763.5"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802221949"     ,"LOC~I340~ITEM~550024992~SUP~I480~REF~SHELLLUBES2802221949"
"550024992" ,""           ,"REDVOLUME"    ,"Corena S2 P 100_1*209L_A227"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7779002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"107645.25"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802221948"     ,"LOC~I339~ITEM~550024992~SUP~I480~REF~SHELLLUBES2802221948"
"550024992" ,""           ,"REDVOLUME"    ,"Corena S2 P 100_1*209L_A227"         ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7779002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"107645.25"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-15"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802221950"     ,"LOC~I349~ITEM~550024992~SUP~I480~REF~SHELLLUBES2802221950"
"550026931" ,""           ,"GREENVOLUME"  ,"Spirax S6 AXME80W140_1*16ugl_A1WJ"   ,"02"          ,"1"         ,""              ,"true"          ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"9"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"9"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8292002XEMA1WJ" ,"1"              ,"Z1"             ,"X"              ,"1"              ,"NA Region"      ,""               ,"ZD"             ,"NA"             ,""                ,"185"          ,"U379"          ,"297.42"      ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"BUFFER" ,"TOTAL WHSE"         ,"HRDC WHSE"        ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"U022"     ,"SHELLLUBES2802222487"     ,"LOC~U022~ITEM~550026931~SUP~U379~REF~SHELLLUBES2802222487"
"550025321" ,""           ,"YELLOWVOLUME" ,"JDPlus50II15W-40_1*20L_A253"         ,"02"          ,"1"         ,"2022-02-28"    ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"3776"          ,"32"                 ,"32"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D5417002VN4A253" ,"1.1888484"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"ERA"            ,""                ,"185"          ,"F254"          ,"32.82"       ,"11328"              ,""            ,"0"          ,"-4750.671875"      ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"F477"     ,"SHELLLUBES2802222082"     ,"LOC~F477~ITEM~550025321~SUP~F254~REF~SHELLLUBES2802222082"
"550025670" ,""           ,"REDVOLUME"    ,"Gadus S3 V460D 2_1*180kg_A227"       ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8429002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"95468.44"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222148"     ,"LOC~I389~ITEM~550025670~SUP~I480~REF~SHELLLUBES2802222148"
"550025673" ,""           ,"REDVOLUME"    ,"Gadus S3 V220C 2_1*180kg_A227"       ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8425002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"126589.5"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802222153"     ,"LOC~I335~ITEM~550025673~SUP~I480~REF~SHELLLUBES2802222153"
"550025673" ,""           ,"REDVOLUME"    ,"Gadus S3 V220C 2_1*180kg_A227"       ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8425002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"126589.5"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-08"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802222156"     ,"LOC~I349~ITEM~550025673~SUP~I480~REF~SHELLLUBES2802222156"
"550025673" ,""           ,"YELLOWVOLUME" ,"Gadus S3 V220C 2_1*180kg_A227"       ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8425002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"42196.5"     ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802222157"     ,"LOC~I351~ITEM~550025673~SUP~I480~REF~SHELLLUBES2802222157"
"550025674" ,""           ,"RTO"          ,"Gadus S2 U460L 2_1*180kg_A227"       ,"02"          ,"1"         ,"2022-03-31"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"7"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8483002VH7A227" ,"0.0000686"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I087"          ,"378.57"      ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-06-15"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I003"     ,"SHELLLUBES2802222166"     ,"LOC~I003~ITEM~550025674~SUP~I087~REF~SHELLLUBES2802222166"
"550027170" ,""           ,"REDVOLUME"    ,"Omala S4 WE 320_1*209L_A1P5"         ,"02"          ,"3"         ,"2022-02-28"    ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7858002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"204444.98"   ,"3"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802222646"     ,"LOC~I411~ITEM~550027170~SUP~I480~REF~SHELLLUBES2802222646"
"550027185" ,""           ,"REDVOLUME"    ,"Omala S4 WE 220_1*209L_A1P5"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7857002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"142033.69"   ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-14"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I486"     ,"SHELLLUBES2802222680"     ,"LOC~I486~ITEM~550027185~SUP~I480~REF~SHELLLUBES2802222680"
"550026204" ,""           ,"RTO"          ,"Corena S4 R 46_1*20L_A246"           ,"02"          ,"3"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7786002VNFA246" ,"0.0133747"      ,"Z1"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"I480"          ,"16069.5"     ,"3"                  ,""            ,"0"          ,"-3"                ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222246"     ,"LOC~I389~ITEM~550026204~SUP~I480~REF~SHELLLUBES2802222246"
